1661133572.4487824,-1.50607257474029
1661133572.4699225,-1.2375916631823076
1661133572.5039945,-1.3930415246017398
1661133572.5330834,-1.2375916631823076
1661133572.568058,-1.3930415246017398
1661133572.7646656,-1.2375916631823076
1661133572.7839646,-1.50607257474029
1661133572.8097754,-1.4808209648352022
1661133572.8312037,-1.2375916631823076
1661133572.8597178,-1.4414572339422045
1661133572.9061277,-1.263069608300758
1661133572.9369936,-1.3679294940121183
1661133572.9627175,-1.3679294940121183
1661133572.993811,-1.4790784891243263
1661133573.024626,-1.3679294940121183
1661133573.086876,-1.2375916631823076
1661133573.1075833,-1.3500179095381444
1661133573.1385148,-1.3500179095381444
1661133573.1694667,-1.3679294940121183
1661133573.1953006,-1.3500179095381444
1661133573.2729733,-1.4808209648352022
1661133573.2887588,-1.4808209648352022
1661133573.3088384,-1.3500179095381444
1661133573.343179,-1.50607257474029
1661133573.3758554,-1.3679294940121183
1661133573.4434724,-1.263069608300758
1661133573.4764044,-1.3679294940121183
1661133573.5104012,-1.3679294940121183
1661133573.5438194,-1.50607257474029
1661133573.5766497,-1.4808209648352022
1661133573.653829,-1.4808209648352022
1661133573.684593,-1.2375916631823076
1661133573.715465,-1.263069608300758
1661133573.7426016,-1.2375916631823076
1661133573.7769744,-1.4808209648352022
1661133573.8603442,-1.2375916631823076
1661133573.8901017,-1.4414572339422045
1661133573.911009,-1.4808209648352022
1661133573.947198,-1.2896533474385268
1661133573.9754603,-1.3679294940121183
1661133574.0380368,-1.4414572339422045
1661133574.0762084,-1.2246019348334838
1661133574.109036,-1.3500179095381444
1661133574.1424685,-1.3290528735982543
1661133574.175327,-1.3500179095381444
1661133574.2424614,-1.3500179095381444
1661133574.275959,-1.3679294940121183
1661133574.3094134,-1.6101636956970846
1661133574.3426094,-1.3500179095381444
1661133574.374876,-1.4414572339422045
1661133574.442451,-1.1908249027833693
1661133574.4755583,-1.3679294940121183
1661133574.5089455,-1.570648242067797
1661133574.54203,-1.3679294940121183
1661133574.574369,-1.6101636956970846
1661133575.041982,-1.5911899719949525
1661133575.067949,-1.3679294940121183
1661133575.0989473,-1.3679294940121183
1661133575.124647,-1.3500179095381444
1661133575.1502972,-1.3930415246017398
1661133575.207519,-1.3679294940121183
